Source,Number of sources,Variable,Task,Ethnicity,Age ,Age_sign1,Age_value1,Age_sign2,Age_value2,Unit,Sex,Education,Socioeconomic status,Sign_1,Cut_off_value_1,Sign_2,Cut_off_value_2,Unit,Interpretation 1,Interpretation 2,Comments
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1924626/,2,PHQ-9 Total Score,Patient Health Questionnaire (PHQ-9),Non-Hispanic White,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,15,<=,19,NA,Moderately severe depression,NA,NA
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1924626/,2,PHQ-9 Total Score,Patient Health Questionnaire (PHQ-9),Non-Hispanic White,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,20,<=,27,NA,Severe depression,NA,NA
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,1,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,>=,1,<=,1.5,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,1.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,1.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,2,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,1.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,1.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,1.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,2,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,2,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,2,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/fruit,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,2,NA,NA,cup/day,Recommended amount,NA,"Applicable only for fruits; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,1,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,1.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,2,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,3.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,2.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,2.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,2,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,2.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,2.5,NA,NA,cup/day,Recommended amount,NA,"Applicable only for vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,0.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,1,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for dark green vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
